owner_obf,混淆的,Searge,Spigot,Mojang,Yarn,Intermediary,kind,signature,descriptor,return_type,side,desc
aaa,"a(zx arg0, int arg1)","func_82790_a(ItemStack p_82790_1_, int p_82790_2_)","getColorFromItemStack(ItemStack stack, int renderPass)",,,,method,"a(zx arg0, int arg1)",(Lzx;I)I,0,
aaa,e_(zx arg0),func_77667_c(ItemStack p_77667_1_),getUnlocalizedName(ItemStack stack),,,,method,e_(zx arg0),(Lzx;)Ljava/lang/String;,2,Returns the unlocalized name of this item. This version accepts an ItemStack so different stacks can have different names based on their damage or NBT.
aab,"a(int arg0, adm arg1)","func_150912_a(int p_150912_0_, World p_150912_1_)","loadMapData(int mapId, World worldIn)",,,,method,"a(int arg0, adm arg1)",(ILadm;)Latg;,0,
aab,"a(adm arg0, pk arg1, atg arg2)","func_77872_a(World p_77872_1_, Entity p_77872_2_, MapData p_77872_3_)","updateMapData(World worldIn, Entity viewer, MapData data)",,,,method,"a(adm arg0, pk arg1, atg arg2)",(Ladm;Lpk;Latg;)V,2,
aab,"a(zx arg0, adm arg1)","func_77873_a(ItemStack p_77873_1_, World p_77873_2_)","getMapData(ItemStack stack, World worldIn)",,,,method,"a(zx arg0, adm arg1)",(Lzx;Ladm;)Latg;,2,
aab,"a(zx arg0, adm arg1, pk arg2, int arg3, boolean arg4)","func_77663_a(ItemStack p_77663_1_, World p_77663_2_, Entity p_77663_3_, int p_77663_4_, boolean p_77663_5_)","onUpdate(ItemStack stack, World worldIn, Entity entityIn, int itemSlot, boolean isSelected)",,,,method,"a(zx arg0, adm arg1, pk arg2, int arg3, boolean arg4)",(Lzx;Ladm;Lpk;IZ)V,2,Called each tick as long the item is on a player inventory. Uses by maps to check if is on a player hand and update it's contents.
aab,"a(zx arg0, wn arg1, List arg2, boolean arg3)","func_77624_a(ItemStack p_77624_1_, EntityPlayer p_77624_2_, List p_77624_3_, boolean p_77624_4_)","addInformation(ItemStack stack, EntityPlayer playerIn, List tooltip, boolean advanced)",,,,method,"a(zx arg0, wn arg1, List arg2, boolean arg3)",(Lzx;Lwn;Ljava/util/List;Z)V,0,allows items to add custom lines of information to the mouseover description
aab,"c(zx arg0, adm arg1, wn arg2)","func_150911_c(ItemStack p_150911_1_, World p_150911_2_, EntityPlayer p_150911_3_)","createMapDataPacket(ItemStack stack, World worldIn, EntityPlayer player)",,,,method,"c(zx arg0, adm arg1, wn arg2)",(Lzx;Ladm;Lwn;)Lff;,2,
aab,"d(zx arg0, adm arg1, wn arg2)","func_77622_d(ItemStack p_77622_1_, World p_77622_2_, EntityPlayer p_77622_3_)","onCreated(ItemStack stack, World worldIn, EntityPlayer playerIn)",,,,method,"d(zx arg0, adm arg1, wn arg2)",(Lzx;Ladm;Lwn;)V,2,Called when item is crafted/smelted. Used only by maps so far.
aac,"a(zx arg0, adm arg1, wn arg2)","func_77659_a(ItemStack p_77659_1_, World p_77659_2_, EntityPlayer p_77659_3_)","onItemRightClick(ItemStack itemStackIn, World worldIn, EntityPlayer playerIn)",,,,method,"a(zx arg0, adm arg1, wn arg2)",(Lzx;Ladm;Lwn;)Lzx;,2,"Called whenever this item is equipped and the right mouse button is pressed. Args: itemStack, world, entityPlayer"
aac,"b(zx arg0, adm arg1, wn arg2)","func_77654_b(ItemStack p_77654_1_, World p_77654_2_, EntityPlayer p_77654_3_)","onItemUseFinish(ItemStack stack, World worldIn, EntityPlayer playerIn)",,,,method,"b(zx arg0, adm arg1, wn arg2)",(Lzx;Ladm;Lwn;)Lzx;,2,Called when the player finishes using this Item (E.g. finishes eating.). Not called when the player stops using the Item before the action is complete.
aac,d(zx arg0),func_77626_a(ItemStack p_77626_1_),getMaxItemUseDuration(ItemStack stack),,,,method,d(zx arg0),(Lzx;)I,2,How long it takes to use or consume an item
aac,e(zx arg0),func_77661_b(ItemStack p_77661_1_),getItemUseAction(ItemStack stack),,,,method,e(zx arg0),(Lzx;)Laba;,2,returns the action that specifies what animation to play when the items is being used
aad,a(aad arg0),access$000(ItemMinecart arg0),,,,,method,a(aad arg0),(Laad;)Lva$a;,,
aad,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)","func_180614_a(ItemStack p_180614_1_, EntityPlayer p_180614_2_, World p_180614_3_, BlockPos p_180614_4_, EnumFacing p_180614_5_, float p_180614_6_, float p_180614_7_, float p_180614_8_)","onItemUse(ItemStack stack, EntityPlayer playerIn, World worldIn, BlockPos pos, EnumFacing side, float hitX, float hitY, float hitZ)",,,,method,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)",(Lzx;Lwn;Ladm;Lcj;Lcq;FFF)Z,2,Called when a Block is right-clicked with this Item
aad$1,a(ck arg0),func_82485_a(IBlockSource p_82485_1_),playDispenseSound(IBlockSource source),,,,method,a(ck arg0),(Lck;)V,2,Play the dispense sound from the specified block.
aad$1,"b(ck arg0, zx arg1)","func_82487_b(IBlockSource p_82487_1_, ItemStack p_82487_2_)","dispenseStack(IBlockSource source, ItemStack stack)",,,,method,"b(ck arg0, zx arg1)",(Lck;Lzx;)Lzx;,2,"Dispense the specified stack, play the dispense sound and spawn particles."
aae,a(int arg0),func_77647_b(int p_77647_1_),getMetadata(int damage),,,,method,a(int arg0),(I)I,2,Converts the given ItemStack damage value into a metadata value to be placed in the world when this Item is placed as a Block (mostly used with ItemBlocks).
aae,e_(zx arg0),func_77667_c(ItemStack p_77667_1_),getUnlocalizedName(ItemStack stack),,,,method,e_(zx arg0),(Lzx;)Ljava/lang/String;,2,Returns the unlocalized name of this item. This version accepts an ItemStack so different stacks can have different names based on their damage or NBT.
aae$1,a(zx arg0),apply(ItemStack arg0),,,,,method,a(zx arg0),(Lzx;)Ljava/lang/String;,,
aae$1,apply(Object arg0),apply(Object arg0),,,,,method,apply(Object arg0),(Ljava/lang/Object;)Ljava/lang/Object;,,
aaf,"a(zx arg0, wn arg1, pr arg2)","func_111207_a(ItemStack p_111207_1_, EntityPlayer p_111207_2_, EntityLivingBase p_111207_3_)","itemInteractionForEntity(ItemStack stack, EntityPlayer playerIn, EntityLivingBase target)",,,,method,"a(zx arg0, wn arg1, pr arg2)",(Lzx;Lwn;Lpr;)Z,2,"Returns true if the item can be used on the given entity, e.g. shears on sheep."
aag,"a(zx arg0, afh arg1)","func_150893_a(ItemStack p_150893_1_, Block p_150893_2_)","getStrVsBlock(ItemStack stack, Block state)",,,,method,"a(zx arg0, afh arg1)",(Lzx;Lafh;)F,2,
aag,b(afh arg0),func_150897_b(Block p_150897_1_),canHarvestBlock(Block blockIn),,,,method,b(afh arg0),(Lafh;)Z,2,Check whether this Item can harvest the given Block
aah,a(int arg0),func_77647_b(int p_77647_1_),getMetadata(int damage),,,,method,a(int arg0),(I)I,2,Converts the given ItemStack damage value into a metadata value to be placed in the world when this Item is placed as a Block (mostly used with ItemBlocks).
aai,"a(zw arg0, yz arg1, List arg2)","func_150895_a(Item p_150895_1_, CreativeTabs p_150895_2_, List p_150895_3_)","getSubItems(Item itemIn, CreativeTabs tab, List subItems)",,,,method,"a(zw arg0, yz arg1, List arg2)",(Lzw;Lyz;Ljava/util/List;)V,0,"returns a list of items with the same ID, but different meta (eg: dye returns 16 items)"
aai,a(zx arg0),func_77653_i(ItemStack p_77653_1_),getItemStackDisplayName(ItemStack stack),,,,method,a(zx arg0),(Lzx;)Ljava/lang/String;,2,
aai,"a(zx arg0, int arg1)","func_82790_a(ItemStack p_82790_1_, int p_82790_2_)","getColorFromItemStack(ItemStack stack, int renderPass)",,,,method,"a(zx arg0, int arg1)",(Lzx;I)I,0,
aai,"a(zx arg0, adm arg1, wn arg2)","func_77659_a(ItemStack p_77659_1_, World p_77659_2_, EntityPlayer p_77659_3_)","onItemRightClick(ItemStack itemStackIn, World worldIn, EntityPlayer playerIn)",,,,method,"a(zx arg0, adm arg1, wn arg2)",(Lzx;Ladm;Lwn;)Lzx;,2,"Called whenever this item is equipped and the right mouse button is pressed. Args: itemStack, world, entityPlayer"
aai,"a(zx arg0, wn arg1, List arg2, boolean arg3)","func_77624_a(ItemStack p_77624_1_, EntityPlayer p_77624_2_, List p_77624_3_, boolean p_77624_4_)","addInformation(ItemStack stack, EntityPlayer playerIn, List tooltip, boolean advanced)",,,,method,"a(zx arg0, wn arg1, List arg2, boolean arg3)",(Lzx;Lwn;Ljava/util/List;Z)V,0,allows items to add custom lines of information to the mouseover description
aai,"b(zx arg0, adm arg1, wn arg2)","func_77654_b(ItemStack p_77654_1_, World p_77654_2_, EntityPlayer p_77654_3_)","onItemUseFinish(ItemStack stack, World worldIn, EntityPlayer playerIn)",,,,method,"b(zx arg0, adm arg1, wn arg2)",(Lzx;Ladm;Lwn;)Lzx;,2,Called when the player finishes using this Item (E.g. finishes eating.). Not called when the player stops using the Item before the action is complete.
aai,d(zx arg0),func_77626_a(ItemStack p_77626_1_),getMaxItemUseDuration(ItemStack stack),,,,method,d(zx arg0),(Lzx;)I,2,How long it takes to use or consume an item
aai,e(int arg0),func_77834_f(int p_77834_1_),getEffects(int meta),,,,method,e(int arg0),(I)Ljava/util/List;,2,Returns a list of effects for the specified potion damage value.
aai,e(zx arg0),func_77661_b(ItemStack p_77661_1_),getItemUseAction(ItemStack stack),,,,method,e(zx arg0),(Lzx;)Laba;,2,returns the action that specifies what animation to play when the items is being used
aai,f(int arg0),func_77831_g(int p_77831_0_),isSplash(int meta),,,,method,f(int arg0),(I)Z,2,returns wether or not a potion is a throwable splash potion based on damage value
aai,f(zx arg0),func_77636_d(ItemStack p_77636_1_),hasEffect(ItemStack stack),,,,method,f(zx arg0),(Lzx;)Z,0,
aai,g(int arg0),func_77620_a(int p_77620_1_),getColorFromDamage(int meta),,,,method,g(int arg0),(I)I,0,
aai,h(int arg0),func_77833_h(int p_77833_1_),isEffectInstant(int meta),,,,method,h(int arg0),(I)Z,0,
aai,h(zx arg0),func_77832_l(ItemStack p_77832_1_),getEffects(ItemStack stack),,,,method,h(zx arg0),(Lzx;)Ljava/util/List;,2,Returns a list of potion effects for the specified itemstack.
aaj,valueOf(String arg0),valueOf(String arg0),,,,,method,valueOf(String arg0),(Ljava/lang/String;)Laaj;,,
aaj,values(),values(),,,,,method,values(),()[Laaj;,,
aak,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)","func_180614_a(ItemStack p_180614_1_, EntityPlayer p_180614_2_, World p_180614_3_, BlockPos p_180614_4_, EnumFacing p_180614_5_, float p_180614_6_, float p_180614_7_, float p_180614_8_)","onItemUse(ItemStack stack, EntityPlayer playerIn, World worldIn, BlockPos pos, EnumFacing side, float hitX, float hitY, float hitZ)",,,,method,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)",(Lzx;Lwn;Ladm;Lcj;Lcq;FFF)Z,2,Called when a Block is right-clicked with this Item
aak,"a(zx arg0, wn arg1, List arg2, boolean arg3)","func_77624_a(ItemStack p_77624_1_, EntityPlayer p_77624_2_, List p_77624_3_, boolean p_77624_4_)","addInformation(ItemStack stack, EntityPlayer playerIn, List tooltip, boolean advanced)",,,,method,"a(zx arg0, wn arg1, List arg2, boolean arg3)",(Lzx;Lwn;Ljava/util/List;Z)V,0,allows items to add custom lines of information to the mouseover description
aak,b(String arg0),func_150926_b(String p_150926_0_),getRecord(String name),,,,method,b(String arg0),(Ljava/lang/String;)Laak;,0,Return the record item corresponding to the given name.
aak,g(),func_150927_i(),getRecordNameLocal(),,,,method,g(),()Ljava/lang/String;,0,
aak,g(zx arg0),func_77613_e(ItemStack p_77613_1_),getRarity(ItemStack stack),,,,method,g(zx arg0),(Lzx;)Laaj;,2,Return an item rarity from EnumRarity
aal,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)","func_180614_a(ItemStack p_180614_1_, EntityPlayer p_180614_2_, World p_180614_3_, BlockPos p_180614_4_, EnumFacing p_180614_5_, float p_180614_6_, float p_180614_7_, float p_180614_8_)","onItemUse(ItemStack stack, EntityPlayer playerIn, World worldIn, BlockPos pos, EnumFacing side, float hitX, float hitY, float hitZ)",,,,method,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)",(Lzx;Lwn;Ladm;Lcj;Lcq;FFF)Z,2,Called when a Block is right-clicked with this Item
aam,"a(zx arg0, pr arg1, pr arg2)","func_77644_a(ItemStack p_77644_1_, EntityLivingBase p_77644_2_, EntityLivingBase p_77644_3_)","hitEntity(ItemStack stack, EntityLivingBase target, EntityLivingBase attacker)",,,,method,"a(zx arg0, pr arg1, pr arg2)",(Lzx;Lpr;Lpr;)Z,2,Current implementations of this method in child classes do not use the entry argument beside ev. They just raise the damage on the stack.
aam,"a(zx arg0, wn arg1, pr arg2)","func_111207_a(ItemStack p_111207_1_, EntityPlayer p_111207_2_, EntityLivingBase p_111207_3_)","itemInteractionForEntity(ItemStack stack, EntityPlayer playerIn, EntityLivingBase target)",,,,method,"a(zx arg0, wn arg1, pr arg2)",(Lzx;Lwn;Lpr;)Z,2,"Returns true if the item can be used on the given entity, e.g. shears on sheep."
aan,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)","func_180614_a(ItemStack p_180614_1_, EntityPlayer p_180614_2_, World p_180614_3_, BlockPos p_180614_4_, EnumFacing p_180614_5_, float p_180614_6_, float p_180614_7_, float p_180614_8_)","onItemUse(ItemStack stack, EntityPlayer playerIn, World worldIn, BlockPos pos, EnumFacing side, float hitX, float hitY, float hitZ)",,,,method,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)",(Lzx;Lwn;Ladm;Lcj;Lcq;FFF)Z,2,Called when a Block is right-clicked with this Item
aao,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)","func_180614_a(ItemStack p_180614_1_, EntityPlayer p_180614_2_, World p_180614_3_, BlockPos p_180614_4_, EnumFacing p_180614_5_, float p_180614_6_, float p_180614_7_, float p_180614_8_)","onItemUse(ItemStack stack, EntityPlayer playerIn, World worldIn, BlockPos pos, EnumFacing side, float hitX, float hitY, float hitZ)",,,,method,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)",(Lzx;Lwn;Ladm;Lcj;Lcq;FFF)Z,2,Called when a Block is right-clicked with this Item
aap,"a(zx arg0, adm arg1, afh arg2, cj arg3, pr arg4)","func_179218_a(ItemStack p_179218_1_, World p_179218_2_, Block p_179218_3_, BlockPos p_179218_4_, EntityLivingBase p_179218_5_)","onBlockDestroyed(ItemStack stack, World worldIn, Block blockIn, BlockPos pos, EntityLivingBase playerIn)",,,,method,"a(zx arg0, adm arg1, afh arg2, cj arg3, pr arg4)",(Lzx;Ladm;Lafh;Lcj;Lpr;)Z,2,"Called when a Block is destroyed using this Item. Return true to trigger the ""Use Item"" statistic."
aap,"a(zx arg0, afh arg1)","func_150893_a(ItemStack p_150893_1_, Block p_150893_2_)","getStrVsBlock(ItemStack stack, Block state)",,,,method,"a(zx arg0, afh arg1)",(Lzx;Lafh;)F,2,
aap,b(afh arg0),func_150897_b(Block p_150897_1_),canHarvestBlock(Block blockIn),,,,method,b(afh arg0),(Lafh;)Z,2,Check whether this Item can harvest the given Block
aaq,b(afh arg0),func_150897_b(Block p_150897_1_),canHarvestBlock(Block blockIn),,,,method,b(afh arg0),(Lafh;)Z,2,Check whether this Item can harvest the given Block
aar,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)","func_180614_a(ItemStack p_180614_1_, EntityPlayer p_180614_2_, World p_180614_3_, BlockPos p_180614_4_, EnumFacing p_180614_5_, float p_180614_6_, float p_180614_7_, float p_180614_8_)","onItemUse(ItemStack stack, EntityPlayer playerIn, World worldIn, BlockPos pos, EnumFacing side, float hitX, float hitY, float hitZ)",,,,method,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)",(Lzx;Lwn;Ladm;Lcj;Lcq;FFF)Z,2,Called when a Block is right-clicked with this Item
aas,f(zx arg0),func_77636_d(ItemStack p_77636_1_),hasEffect(ItemStack stack),,,,method,f(zx arg0),(Lzx;)Z,0,
aat,a(int arg0),func_77647_b(int p_77647_1_),getMetadata(int damage),,,,method,a(int arg0),(I)I,2,Converts the given ItemStack damage value into a metadata value to be placed in the world when this Item is placed as a Block (mostly used with ItemBlocks).
aat,a(dn arg0),func_179215_a(NBTTagCompound p_179215_1_),updateItemStackNBT(NBTTagCompound nbt),,,,method,a(dn arg0),(Ldn;)Z,2,Called when an ItemStack with NBT data is read to potentially that ItemStack's NBT data
aat,"a(zw arg0, yz arg1, List arg2)","func_150895_a(Item p_150895_1_, CreativeTabs p_150895_2_, List p_150895_3_)","getSubItems(Item itemIn, CreativeTabs tab, List subItems)",,,,method,"a(zw arg0, yz arg1, List arg2)",(Lzw;Lyz;Ljava/util/List;)V,0,"returns a list of items with the same ID, but different meta (eg: dye returns 16 items)"
aat,a(zx arg0),func_77653_i(ItemStack p_77653_1_),getItemStackDisplayName(ItemStack stack),,,,method,a(zx arg0),(Lzx;)Ljava/lang/String;,2,
aat,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)","func_180614_a(ItemStack p_180614_1_, EntityPlayer p_180614_2_, World p_180614_3_, BlockPos p_180614_4_, EnumFacing p_180614_5_, float p_180614_6_, float p_180614_7_, float p_180614_8_)","onItemUse(ItemStack stack, EntityPlayer playerIn, World worldIn, BlockPos pos, EnumFacing side, float hitX, float hitY, float hitZ)",,,,method,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)",(Lzx;Lwn;Ladm;Lcj;Lcq;FFF)Z,2,Called when a Block is right-clicked with this Item
aat,e_(zx arg0),func_77667_c(ItemStack p_77667_1_),getUnlocalizedName(ItemStack stack),,,,method,e_(zx arg0),(Lzx;)Ljava/lang/String;,2,Returns the unlocalized name of this item. This version accepts an ItemStack so different stacks can have different names based on their damage or NBT.
aau,a(int arg0),func_77647_b(int p_77647_1_),getMetadata(int damage),,,,method,a(int arg0),(I)I,2,Converts the given ItemStack damage value into a metadata value to be placed in the world when this Item is placed as a Block (mostly used with ItemBlocks).
aau,"a(adm arg0, cj arg1, cq arg2, wn arg3, zx arg4)","func_179222_a(World p_179222_1_, BlockPos p_179222_2_, EnumFacing p_179222_3_, EntityPlayer p_179222_4_, ItemStack p_179222_5_)","canPlaceBlockOnSide(World worldIn, BlockPos pos, EnumFacing side, EntityPlayer player, ItemStack stack)",,,,method,"a(adm arg0, cj arg1, cq arg2, wn arg3, zx arg4)",(Ladm;Lcj;Lcq;Lwn;Lzx;)Z,0,
aau,"a(zx arg0, adm arg1, cj arg2, Object arg3)","func_180615_a(ItemStack p_180615_1_, World p_180615_2_, BlockPos p_180615_3_, Object p_180615_4_)","tryPlace(ItemStack stack, World worldIn, BlockPos pos, Object variantInStack)",,,,method,"a(zx arg0, adm arg1, cj arg2, Object arg3)",(Lzx;Ladm;Lcj;Ljava/lang/Object;)Z,2,
aau,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)","func_180614_a(ItemStack p_180614_1_, EntityPlayer p_180614_2_, World p_180614_3_, BlockPos p_180614_4_, EnumFacing p_180614_5_, float p_180614_6_, float p_180614_7_, float p_180614_8_)","onItemUse(ItemStack stack, EntityPlayer playerIn, World worldIn, BlockPos pos, EnumFacing side, float hitX, float hitY, float hitZ)",,,,method,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)",(Lzx;Lwn;Ladm;Lcj;Lcq;FFF)Z,2,Called when a Block is right-clicked with this Item
aau,e_(zx arg0),func_77667_c(ItemStack p_77667_1_),getUnlocalizedName(ItemStack stack),,,,method,e_(zx arg0),(Lzx;)Ljava/lang/String;,2,Returns the unlocalized name of this item. This version accepts an ItemStack so different stacks can have different names based on their damage or NBT.
aav,a(int arg0),func_77647_b(int p_77647_1_),getMetadata(int damage),,,,method,a(int arg0),(I)I,2,Converts the given ItemStack damage value into a metadata value to be placed in the world when this Item is placed as a Block (mostly used with ItemBlocks).
aav,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)","func_180614_a(ItemStack p_180614_1_, EntityPlayer p_180614_2_, World p_180614_3_, BlockPos p_180614_4_, EnumFacing p_180614_5_, float p_180614_6_, float p_180614_7_, float p_180614_8_)","onItemUse(ItemStack stack, EntityPlayer playerIn, World worldIn, BlockPos pos, EnumFacing side, float hitX, float hitY, float hitZ)",,,,method,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)",(Lzx;Lwn;Ladm;Lcj;Lcq;FFF)Z,2,Called when a Block is right-clicked with this Item
aaw,"a(zx arg0, adm arg1, wn arg2)","func_77659_a(ItemStack p_77659_1_, World p_77659_2_, EntityPlayer p_77659_3_)","onItemRightClick(ItemStack itemStackIn, World worldIn, EntityPlayer playerIn)",,,,method,"a(zx arg0, adm arg1, wn arg2)",(Lzx;Ladm;Lwn;)Lzx;,2,"Called whenever this item is equipped and the right mouse button is pressed. Args: itemStack, world, entityPlayer"
aax,"a(adm arg0, int arg1, double arg2, double arg3, double arg4)","func_77840_a(World p_77840_0_, int p_77840_1_, double p_77840_2_, double p_77840_4_, double p_77840_6_)","spawnCreature(World worldIn, int entityID, double x, double y, double z)",,,,method,"a(adm arg0, int arg1, double arg2, double arg3, double arg4)",(Ladm;IDDD)Lpk;,2,"Spawns the creature specified by the egg's type in the location specified by the last three parameters. Parameters: world, entityID, x, y, z."
aax,"a(zw arg0, yz arg1, List arg2)","func_150895_a(Item p_150895_1_, CreativeTabs p_150895_2_, List p_150895_3_)","getSubItems(Item itemIn, CreativeTabs tab, List subItems)",,,,method,"a(zw arg0, yz arg1, List arg2)",(Lzw;Lyz;Ljava/util/List;)V,0,"returns a list of items with the same ID, but different meta (eg: dye returns 16 items)"
aax,a(zx arg0),func_77653_i(ItemStack p_77653_1_),getItemStackDisplayName(ItemStack stack),,,,method,a(zx arg0),(Lzx;)Ljava/lang/String;,2,
aax,"a(zx arg0, int arg1)","func_82790_a(ItemStack p_82790_1_, int p_82790_2_)","getColorFromItemStack(ItemStack stack, int renderPass)",,,,method,"a(zx arg0, int arg1)",(Lzx;I)I,0,
aax,"a(zx arg0, adm arg1, wn arg2)","func_77659_a(ItemStack p_77659_1_, World p_77659_2_, EntityPlayer p_77659_3_)","onItemRightClick(ItemStack itemStackIn, World worldIn, EntityPlayer playerIn)",,,,method,"a(zx arg0, adm arg1, wn arg2)",(Lzx;Ladm;Lwn;)Lzx;,2,"Called whenever this item is equipped and the right mouse button is pressed. Args: itemStack, world, entityPlayer"
aax,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)","func_180614_a(ItemStack p_180614_1_, EntityPlayer p_180614_2_, World p_180614_3_, BlockPos p_180614_4_, EnumFacing p_180614_5_, float p_180614_6_, float p_180614_7_, float p_180614_8_)","onItemUse(ItemStack stack, EntityPlayer playerIn, World worldIn, BlockPos pos, EnumFacing side, float hitX, float hitY, float hitZ)",,,,method,"a(zx arg0, wn arg1, adm arg2, cj arg3, cq arg4, float arg5, float arg6, float arg7)",(Lzx;Lwn;Ladm;Lcj;Lcq;FFF)Z,2,Called when a Block is right-clicked with this Item
aay,"a(zx arg0, adm arg1, afh arg2, cj arg3, pr arg4)","func_179218_a(ItemStack p_179218_1_, World p_179218_2_, Block p_179218_3_, BlockPos p_179218_4_, EntityLivingBase p_179218_5_)","onBlockDestroyed(ItemStack stack, World worldIn, Block blockIn, BlockPos pos, EntityLivingBase playerIn)",,,,method,"a(zx arg0, adm arg1, afh arg2, cj arg3, pr arg4)",(Lzx;Ladm;Lafh;Lcj;Lpr;)Z,2,"Called when a Block is destroyed using this Item. Return true to trigger the ""Use Item"" statistic."
aay,"a(zx arg0, adm arg1, wn arg2)","func_77659_a(ItemStack p_77659_1_, World p_77659_2_, EntityPlayer p_77659_3_)","onItemRightClick(ItemStack itemStackIn, World worldIn, EntityPlayer playerIn)",,,,method,"a(zx arg0, adm arg1, wn arg2)",(Lzx;Ladm;Lwn;)Lzx;,2,"Called whenever this item is equipped and the right mouse button is pressed. Args: itemStack, world, entityPlayer"
aay,"a(zx arg0, afh arg1)","func_150893_a(ItemStack p_150893_1_, Block p_150893_2_)","getStrVsBlock(ItemStack stack, Block state)",,,,method,"a(zx arg0, afh arg1)",(Lzx;Lafh;)F,2,
aay,"a(zx arg0, pr arg1, pr arg2)","func_77644_a(ItemStack p_77644_1_, EntityLivingBase p_77644_2_, EntityLivingBase p_77644_3_)","hitEntity(ItemStack stack, EntityLivingBase target, EntityLivingBase attacker)",,,,method,"a(zx arg0, pr arg1, pr arg2)",(Lzx;Lpr;Lpr;)Z,2,Current implementations of this method in child classes do not use the entry argument beside ev. They just raise the damage on the stack.
